smiles,GSK3B,JNK3,DRD2,SA,QED,CalcExactMolWt,CalcNumAromaticRings,CalcNumHBA,CalcNumHBD,CalcNumRotatableBonds,CalcFractionCSP3,CalcTPSA,CalcHallKierAlpha,CalcKappa1,CalcKappa2,CalcKappa3,CalcPhi,logP,3pbl_docking,1iep_docking,2rgp_docking,3eml_docking,3ny8_docking,4rlu_docking,4unn_docking,5mo4_docking,7l11_docking
O=C([O-])c1cccc(-c2cc(C(=O)[O-])cc(C(F)(F)F)c2)c1,0.08,0.01,0.003715951670920904,2.8996125358047493,0.8501296959016154,308.03074052382004,2.0,4.0,0.0,3.0,0.06666666666666667,80.25999999999999,-2.8299999999999987,15.55679651322706,5.51343061001644,3.2494152382776345,3.8986962768101403,-0.5932422670432917,-9.3,-8.0,-9.3,-10.1,-9.8,-10.4,-10.2,-8.8,-7.6
Cc1ccccc1CC(C)(C)NC(=O)Cn1ccc(C(F)(F)F)n1,0.0,0.01,0.002556447742711121,2.4776500820965275,0.9080375121579701,339.15584692,2.0,3.0,1.0,5.0,0.4117647058823529,46.92,-2.3099999999999996,18.0348087653527,6.66566254369613,4.841857949966919,5.0089145529139225,1.480580076449204,-7.8,-8.2,-8.7,-8.3,-8.5,-8.5,-7.4,-8.0,-6.2
Cc1n[nH]c2ncc(NC(=O)N(C)[C@@H](C)[C@H]3Cc4ccccc4O3)cc12,0.25,0.04,0.0018157664421230282,3.5976562163727985,0.7593546018954435,351.169524912,3.0,4.0,2.0,3.0,0.3157894736842105,83.14,-3.0899999999999994,16.38230541965992,6.327439212368974,2.8520549531892585,3.9868477577446515,-0.020411756223773003,-9.6,-9.6,-8.1,-8.7,-8.9,-9.7,-8.3,-9.1,-7.3
CC(C)c1ccc(CN2CCC[C@](O)(C[NH2+]Cc3ccncc3)C2=O)cc1,0.07,0.08,0.00961481507393874,3.5201796821080293,0.7832191994366149,368.23325362008995,2.0,3.0,2.0,7.0,0.45454545454545453,70.03999999999999,-2.2399999999999998,19.51961712481651,8.63230905271474,4.932142117623293,6.240717318965897,-0.8338945326657823,-8.4,-8.3,-8.1,-7.7,-9.2,-9.0,-7.2,-7.8,-6.6
C/C(=N/NC(=O)[C@H]1C[C@@H]1c1ccccc1)c1ccc(Cl)cc1,0.02,0.0,7.639365455984992e-05,2.692275863721674,0.6730006999416647,312.10294084400005,2.0,2.0,1.0,4.0,0.2222222222222222,41.46,-2.129999999999999,14.792585950274818,6.323357649228417,3.3660893240210363,4.2517641600245035,1.666557144036179,-8.8,-8.5,-8.5,-9.7,-8.4,-9.0,-9.4,-8.9,-6.4
c1ccc2sc([C@H]3CCC[NH2+]C3)nc2c1,0.0,0.02,0.009922306016289826,3.8050546512617363,0.7775276731845645,219.09504590008999,2.0,2.0,1.0,1.0,0.4166666666666667,29.5,-0.93,9.30708154546324,3.9091781391703995,1.7713483337681537,2.42553598113341,-1.2349290001345845,-7.2,-8.2,-6.5,-7.4,-8.0,-7.7,-6.9,-7.8,-6.2
S=C1[NH+]=N[C@H](c2cccc[nH+]2)N1/N=C/c1ccc(Cl)c(Cl)c1,0.01,0.02,0.00677182761847041,4.790268186347873,0.67841907880181,351.01012455218,2.0,3.0,1.0,3.0,0.07142857142857142,56.07,-1.8899999999999992,15.022975519589668,6.475861702665163,3.137064988883939,4.422123264881228,-2.2521032084607104,-5.8,-6.8,-7.8,-8.4,-7.3,-8.7,-8.1,-7.4,-7.1
CCCCO[C@H](C)C(=O)Nc1ccc(F)c(C(=O)N(C)C)c1,0.0,0.0,8.172501247733664e-05,2.4777218648727377,0.7877563292241366,310.16927081600005,1.0,3.0,1.0,7.0,0.5,58.64,-1.9499999999999997,18.099875311720698,8.48232392946587,5.10822367060049,6.9785911580435,1.008759668564595,-7.5,-7.6,-7.3,-6.8,-7.5,-7.0,-6.7,-7.1,-5.8
O=C([O-])c1ccn(-c2cc(-c3ccncc3)nc(-c3ccccc3F)n2)n1,0.21,0.05,0.0024914850161591503,2.743153180772932,0.5513503286550986,360.0902263919101,4.0,7.0,0.0,4.0,0.0,96.62,-3.939999999999999,16.524240088254924,6.754367302892329,3.2753599772359956,4.133732850268582,0.1483860760914601,-3.2,-7.8,-10.0,-10.3,-2.6,-10.7,-9.8,-9.3,-8.6
CC[NH+]1CCN(c2c(Br)cc(C)cc2[N+](=O)[O-])CC1,0.05,0.07,0.0018283584656314977,3.8493382926369435,0.6735215181694509,328.06551536808996,1.0,3.0,1.0,3.0,0.5384615384615384,50.82,-1.14,14.272932710635605,5.878302341530973,3.0636589929918836,4.415821777549647,-1.5296903489272173,-6.4,-3.8,-6.2,-7.0,-6.5,-6.3,-6.4,-5.4,-5.6
Cc1nc(C(C)(C)C)[nH]c(=O)c1C(=O)NCc1ccoc1C,0.08,0.02,0.0010730077921113428,2.7874164471476437,0.9096054220662216,303.158291532,2.0,4.0,2.0,3.0,0.4375,87.99,-2.3699999999999997,16.008386214749216,5.787874367201625,3.267287825067853,4.211569465118674,0.3137403474733984,-7.1,-6.2,-7.4,-7.5,-7.9,-8.3,-6.9,-7.0,-6.0
Cc1cc(CNC(=O)Cc2ccccc2Cl)c(C)o1,0.02,0.0,8.01567259924365e-05,2.0079502497654467,0.9304967722726953,277.08695643199997,2.0,2.0,1.0,4.0,0.26666666666666666,42.24,-1.7399999999999995,13.686119493407269,5.934210068024141,3.6109522451160228,4.274542531050467,2.086566131271558,-7.7,-7.5,-7.9,-7.7,-7.7,-7.6,-7.5,-7.8,-6.0
C[C@@H](C(=O)Nc1ccc(F)cc1)[NH+]1CCN(CC(=O)NC(C)(C)C)CC1,0.01,0.02,0.006163403841562684,3.627666904911729,0.7017535087090859,365.23473084009,1.0,3.0,3.0,5.0,0.5789473684210527,65.88,-1.9899999999999998,20.323477168109168,8.59627817984776,6.384402320019825,6.719471666109653,-2.0464265557644166,-5.1,-7.1,-7.5,-7.1,-8.0,-7.7,-6.6,-7.6,-5.6
O=C(COC(=O)c1ccc(-n2cnnn2)cc1)Nc1cc(Cl)ccc1F,0.0,0.01,0.000474583173096607,2.070639260773433,0.6865595095150717,375.053445112,3.0,7.0,1.0,5.0,0.0625,99.00000000000001,-3.329999999999999,17.491660675681874,7.702508411543377,4.193559531593222,5.181910134088544,1.2037007224416727,-9.4,-10.2,-9.4,-9.0,-9.0,-10.0,-8.9,-8.5,-6.7
C/C=C/C[S@](=O)Cc1csc(-c2ccc(OC)cc2)n1,0.01,0.01,0.0002971592552998153,3.1329727124646434,0.764830633762106,307.07007078400005,2.0,4.0,0.0,6.0,0.26666666666666666,39.19,-1.4599999999999997,14.938940210302675,7.356289524501006,4.015264472769427,5.494758468809821,0.9005155279366346,-7.2,-7.4,-7.0,-7.1,-7.2,-7.3,-7.3,-6.7,-5.5
C[C@H]1C[C@H](C)CN(C(=O)[C@@H](C)[NH+](C)CCC2CCN(c3cc[nH+]cc3)CC2)C1,0.01,0.02,0.012221658281436627,5.067800092049049,0.8027978548685779,388.31911474018,1.0,2.0,1.0,6.0,0.7391304347826086,42.13,-1.62,21.097609250477134,9.727642393101192,5.465382271966633,7.329642790643758,-2.90479904257721,-8.2,-7.1,-7.1,-7.7,-8.5,-8.4,-7.4,-7.7,-6.1
C[NH+]1CC[C@H]2CN(C(=O)CCc3c[nH]c4ccccc34)C[C@H]21,0.06,0.02,0.07938611832571905,4.1914006528716286,0.8663069368222736,298.19138880809,2.0,1.0,2.0,3.0,0.5,40.54,-1.8099999999999996,13.825624937590199,5.431779994988693,2.314571492597285,3.4135342251917833,-2.3197778072917212,-8.6,-8.2,-8.5,-8.4,-9.0,-7.6,-8.3,-8.4,-6.7
