,smiles,GSK3B,JNK3,DRD2,SA,QED,CalcExactMolWt,CalcNumAromaticRings,CalcNumHBA,CalcNumHBD,CalcNumRotatableBonds,CalcFractionCSP3,CalcTPSA,CalcHallKierAlpha,CalcKappa1,CalcKappa2,CalcKappa3,CalcPhi,logP,3pbl_docking,1iep_docking,2rgp_docking,3eml_docking,3ny8_docking,4rlu_docking,4unn_docking,5mo4_docking,7l11_docking
51,COc1ccc([C@@H](C)NC(=O)Cc2cccc3ccccc23)cc1,0.0,0.22,0.0005264216106454,2.121840891631784,0.7625341294742655,319.15722891200005,3.0,2.0,1.0,5.0,0.1904761904761904,38.33,-2.809999999999999,16.06209156375674,7.175370240246997,3.567149590383935,4.802143908445937,2.549206739574372,-9.2,-8.9,-8.9,-9.2,-9.6,-9.3,-7.9,-8.1,-6.8
52,O=C1C[C@H](c2nc(-c3cccnc3)no2)CN1c1cccc(Cl)c1,0.09,0.03,0.0026681101455427,2.6889268639203667,0.7310808558462087,340.072703336,3.0,5.0,0.0,3.0,0.1764705882352941,72.11999999999999,-2.7299999999999995,14.836635751585357,6.050708888433179,2.7606046280226857,3.740506825690124,1.19759975010233,-9.4,-9.6,-9.7,-9.6,-10.1,-9.7,-8.4,-9.3,-7.7
53,C[C@H]1CCCN(c2ccc(C(=O)Nc3ccc(N4CCOCC4)cc3)cc2[N+](=O)[O-])C1,0.0,0.05,0.0033576745613977,2.616748866138005,0.5781886196070111,424.21105537599993,2.0,6.0,1.0,5.0,0.4347826086956521,87.95,-3.1299999999999994,21.115386858524246,9.34383702880358,4.962634292392909,6.364475277619077,1.712618576492017,-7.3,-8.2,-7.5,-7.3,-8.2,-2.8,-6.2,-8.1,-5.7
54,C=CCN(C(=O)C/C=C/c1ccc(C)cc1)[C@@H]1CCS(=O)(=O)C1,0.02,0.02,0.0005812625816872,3.079857266970116,0.7520497671398747,333.139864596,1.0,3.0,0.0,6.0,0.3888888888888889,54.45,-1.8799999999999997,17.473488615442974,7.5949439932329295,5.063477445061314,5.770007278290548,0.236733461122043,-7.6,-7.8,-7.5,-8.0,-8.2,-9.0,-6.9,-8.0,-6.6
55,O=C(CSc1nnc(-c2cccc([N+](=O)[O-])c2)o1)Nc1nncs1,0.05,0.11,0.0002508402476627,2.4651558809130965,0.3961964443313553,364.0048447360001,3.0,10.0,1.0,6.0,0.0833333333333333,136.94,-2.8600000000000003,16.01390346535948,7.142522024636304,3.908964826396104,4.765819091738739,0.7142123369568207,-9.0,-9.8,-9.0,-8.7,-9.9,-9.7,-8.7,-8.4,-7.7
56,CN(CCc1ccc(F)cc1)c1cc(Br)cc(F)c1C(N)=O,0.04,0.02,0.010722405244052,2.310321049494448,0.8770526940955576,368.03358164,2.0,2.0,1.0,5.0,0.1875,46.33,-1.95,16.421020249265126,6.87322308077774,3.822518080210388,5.130242517598531,1.7909841912400482,-7.8,-7.3,-8.4,-8.3,-8.1,-8.5,-8.4,-7.5,-7.1
57,COc1ccccc1NC(=O)CSc1ccc(-c2ccccc2OC)nn1,0.0,0.0,0.0001165791820469,2.0069798079918684,0.6260820002001453,381.1147124680001,3.0,6.0,1.0,7.0,0.15,73.34,-3.06,18.722809983777285,9.04525591503826,4.766117957040748,6.2723188056258845,2.4243766977858807,-8.5,-8.7,-8.4,-8.4,-8.9,-9.2,-7.9,-7.6,-6.8
58,Cc1occc1C(=O)/C(C#N)=C\c1cccc(C(F)(F)F)c1,0.04,0.02,0.000277236341333,2.477264126417525,0.4796668253772327,305.06636322,2.0,3.0,0.0,3.0,0.125,54.0,-2.809999999999999,15.576423086669704,5.897367965784985,3.257745979473156,4.17544993331089,2.212314231312549,-8.0,-8.7,-7.5,-8.1,-8.3,-8.4,-7.6,-8.0,-6.2
59,COc1ccc2c(c1)N(C(=O)CCSc1ccccn1)C[C@@H](C)O2,0.0,0.0,0.0023382738231118,2.8638823632036914,0.7784015301700377,344.1194635,2.0,5.0,0.0,5.0,0.3333333333333333,51.66,-2.21,16.64091969614327,7.572917827746894,3.8160563704512778,5.250846559876158,1.0441729257190735,-8.2,-8.0,-8.3,-8.2,-8.0,-7.8,-7.4,-8.0,-6.7
60,CC[C@@H](NC(=O)[C@H](C)n1cccn1)c1ccc(C)c(F)c1,0.06,0.05,0.0010492105687403,3.0063794160917547,0.918746376382844,289.15904048,2.0,3.0,1.0,5.0,0.375,46.92,-2.1699999999999995,15.223256955427235,6.520684122545268,3.4803230398704974,4.726954758222914,0.7146873043955336,-7.4,-7.7,-7.6,-7.8,-7.6,-8.0,-7.3,-7.0,-5.7
61,CCC[C@]1(C(=O)N[C@@H]2CONC2=O)CC[NH2+]C1,0.03,0.01,0.0015989599879067,4.9887469729908585,0.5484683874040223,242.14991792009,0.0,3.0,3.0,4.0,0.8181818181818182,84.04,-1.14,12.320424203791184,5.014231620749427,2.421080354296437,3.6339682719821376,-5.060981565085188,-6.1,-6.8,-6.9,-6.3,-7.0,-6.6,-6.1,-6.1,-5.3
62,O=C(c1cc2cc([N+](=O)[O-])ccc2oc1=O)N1CCN(Cc2ccccc2)CC1,0.0,0.1,0.0004118675033979,2.1188063487686755,0.3840506304344226,393.132470708,3.0,6.0,0.0,4.0,0.238095238095238,96.89999999999998,-3.52,18.825316247948493,7.843864868710181,4.019121380997406,5.091835750332487,1.4309951619127057,-9.4,-9.9,-9.0,-10.0,-10.0,-10.3,-9.2,-9.8,-7.9
63,CCn1c(CC2CC[NH2+]CC2)nn(CCO)c1=O,0.05,0.03,0.0207149199869002,3.859960222372005,0.6772866916988728,255.18155239609,1.0,5.0,2.0,5.0,0.8333333333333334,76.66,-1.14,13.29538834458379,6.1517676386914735,2.812248715247853,4.54389665344702,-3.5068569087896995,-6.8,-6.5,-6.3,-6.4,-7.1,-7.1,-6.6,-6.0,-5.8
